"SeriousDlqin2yrs";"RevolvingUtilizationOfUnsecuredLines";"Age";"NumberOfTime30.59DaysPastDueNotWorse";"DebtRatio.";"MonthlyIncome";"NumberOfOpenCreditLinesAndLoans";"NumberOfTimes90DaysLate";"NumberRealEstateLoansOrLines";"NumberOfTimes60.89DaysPastDueNotWorse";"NumberOfDependents"
"107125";0;0.97160284;40;0;0.059375638;4900;2;0;0;0;2
"74666";0;0.117877642;55;0;0.413910559;9100;6;0;2;0;2
"130303";0;0.00407686;72;0;0.109154284;5450;8;0;1;0;0
"140456";0;0.821779286;52;0;0.445431824;3600;5;0;0;0;1
"72078";0;0.01315219;63;0;0.157529931;6347;4;0;1;0;0
"59082";0;0.000982343;60;0;0.54187665;4166;8;0;2;0;0
"122739";0;0.018773586;51;0;0.380561944;10000;10;0;2;0;0
"123829";0;0.031350645;48;1;0.202159568;5000;10;0;2;0;1
"36783";0;0.094223187;61;0;0.192872117;3815;10;0;1;0;0
"77674";0;0.027532657;42;0;0.002939941;16666;3;0;0;0;2
"753";0;0.101012576;51;0;0.34037277;12500;21;0;2;0;1
"140569";0;0.239504952;55;1;0.128763471;9000;17;0;0;0;0
"72651";0;0.9999999;63;0;0.68164794;1067;1;0;1;0;0
"20582";0;0.324218078;41;0;0.602049744;8000;17;0;1;0;0
"75990";0;1.037924152;28;0;0.49199608;3060;5;0;2;0;0
"10284";1;0.9999999;52;3;0.154616843;7385;3;3;0;0;1
"58956";1;0.931777795;33;0;0.354416576;1833;7;0;0;0;1
"26073";0;0.011373578;32;0;0.20555628;7666;9;0;1;0;1
"76821";0;0;69;0;0.087165134;2500;11;0;0;0;0
"54484";0;0.032652395;63;0;0.262649772;11600;7;0;1;0;1
"44287";0;0.005531797;44;0;0.133798066;4446;10;0;0;0;2
"109371";0;0.031430705;70;0;0.21493097;11733;19;0;0;0;0
"52400";0;0.201123048;34;0;0.071576334;7250;9;0;0;0;0
"8357";0;0.140046499;46;0;0.102099767;9000;8;0;0;0;2
"65148";0;0.063317453;41;0;0.365214111;5300;8;0;2;0;2
"84774";0;0.208405933;49;0;0.277551894;4672;7;0;0;0;1
"29297";0;0.034426193;74;0;0.012035011;3655;7;0;0;0;0
"23541";1;0.9999999;52;1;0.131982402;7500;5;0;0;0;0
"83052";0;0.015575925;74;0;0.286899563;4579;6;0;1;0;1
"88076";0;0.059835371;51;0;0.065546723;13333;8;0;0;0;5
"39140";0;0.19916856;66;0;0.392980936;2307;13;0;0;0;0
"123596";0;1.000684175;51;1;0.4777322;6825;14;0;2;0;1
"138150";1;0.610430193;56;2;0.390531122;4160;12;0;1;0;0
"126954";1;1.334721066;39;1;0.091131998;2446;7;0;0;1;3
"21507";0;0.092688398;57;0;0.015128362;13087;9;0;0;0;0
"19151";0;0.040160643;42;0;0.118315407;6600;9;0;0;0;2
"147930";0;0.786250119;38;0;0.697110904;8583;15;0;2;0;3
"29836";0;0.193632255;78;0;0.563981043;2953;13;0;2;0;0
"121184";0;0.237910556;53;0;0.368810935;20923;9;0;2;0;0
"36795";0;0.016255783;68;0;0.132770466;12080;21;0;2;0;0
"121378";0;0.118093449;70;1;752;0;9;0;1;0;0
"95602";0;0.006857045;50;0;0.153068221;5833;13;0;1;0;2
"145535";0;0.042586641;61;0;0.194888889;8999;12;0;2;0;2
"61913";0;0.224235284;55;0;0.349693252;7986;10;0;1;0;0
"100256";0;0.595554017;59;0;0.413781282;8750;12;0;1;0;1
"82887";0;0.247048297;55;0;1.255310287;2400;15;0;1;0;1
"141348";0;0.009654507;85;0;0.429286279;3796;3;0;1;0;0
"57737";0;0.031765608;48;0;1.307069745;4200;7;0;3;0;1
"124423";0;0.496474055;43;0;0.20787113;10366;6;0;1;0;4
"73074";0;0.00519948;64;0;0.134621793;3000;4;0;1;0;0
"81821";1;0.811035406;37;0;0.366663155;9490;9;0;2;0;2
"12681";0;0.9999999;39;0;0.454716784;9550;7;0;2;0;0
"85998";0;0.388370424;62;2;0.361531039;3108;7;0;1;1;0
"16441";0;0.235800829;65;0;0.608989745;4582;16;0;2;0;1
"90695";0;0.013448796;78;0;0.351328192;3500;14;1;1;0;0
"71918";0;0.023836934;43;0;0.546352167;7291;4;0;2;0;0
"4639";0;0.1972545;39;0;0.347330729;6143;9;0;1;0;1
"143714";0;0.586110347;63;0;0.103736264;6824;5;0;0;0;0
"57235";0;0.714971337;47;0;0.247845741;14157;7;0;2;0;0
"15766";1;1.067332983;45;2;0.108625162;6167;4;1;0;1;2
"29350";0;0.019332918;78;0;0.077974009;3000;5;0;0;0;1
"81040";0;0.080596389;35;0;0.19430095;6000;6;0;0;0;0
"19505";0;0.010610741;79;0;0.003692024;13000;18;0;0;0;0
"68183";0;0.351180493;61;2;0.819643883;1740;6;0;1;0;0
"66136";0;0.165604833;37;0;0.405755979;7400;8;0;2;0;3
"102812";0;0;45;0;0.020585813;8500;6;0;0;0;2
"102685";0;0.967960874;35;7;0.195991091;8081;13;0;0;1;1
"70967";0;0.729713174;69;0;0.319382073;5566;10;0;0;0;0
"35295";0;0.456351455;45;0;0.573785243;6667;11;0;2;0;3
"10848";0;0.312846749;35;0;1.096398592;3692;9;0;2;0;1
"70674";0;0.132049597;60;0;0.09092792;4827;5;0;0;0;0
"108415";0;0.033444432;57;0;0.523895221;5000;9;0;2;0;0
"97357";0;0.477922302;61;0;0.133074677;25000;21;0;0;0;1
"23758";0;0.018808628;51;0;0.62273579;1600;4;0;1;0;0
"134803";0;0.38757449;44;0;0.230848802;17400;7;0;2;0;4
"98623";0;0.9999999;70;0;0.429075512;4250;5;0;1;0;2
"45434";1;0.106439714;33;0;0.348957165;4458;7;0;2;0;1
"64314";0;0.022764007;45;0;0.139493025;13333;6;0;1;0;0
"73786";0;0.428164344;29;0;0.222115569;5208;9;0;0;0;0
"77992";1;0;31;0;0.430122892;3498;10;0;1;0;0
"103592";0;0.018966034;51;0;0.114217795;8833;4;0;1;0;0
"11799";0;0.335924121;36;0;0.407899734;5265;6;0;1;0;0
"149723";1;0.014031819;33;0;0.24091339;7400;7;0;2;0;0
"75497";0;0.067186299;66;0;0.277367547;10833;16;0;2;0;0
"132662";0;0.025998143;35;0;0.085980893;4500;3;0;0;0;3
"13332";0;0.015133253;32;0;0.339110148;6000;9;0;1;0;0
"149939";0;0.329479408;35;1;0.339813375;2571;7;0;1;0;1
"29372";0;0.053766897;52;0;0.138503301;16208;10;0;1;0;0
"95361";0;0.077629306;36;3;0.318013224;6200;5;0;1;1;1
"133043";0;0.139172166;66;0;1.624460996;2550;13;0;2;0;0
"145446";0;0.216205768;53;0;0.077984403;3333;13;0;0;0;0
"143583";0;0.808496455;56;0;0.515324421;6133;15;0;2;0;4
"142450";0;0;55;0;0.292964757;22500;9;0;4;0;0
"142933";0;0.589924289;60;0;0.430851064;8083;4;0;2;0;0
"23723";0;0.404013244;49;0;0.731653669;5000;5;0;1;0;2
"48874";0;0.005547683;93;0;0.148185181;10000;13;0;1;0;0
"65511";0;0.024151519;67;1;0.086365454;2500;5;0;0;0;0
"71234";0;0;68;0;0.307572057;10234;4;0;2;0;1
"68986";0;0.9999999;49;98;0;2083;0;98;0;98;1
"103577";0;0.467680608;26;0;0.045088373;8316;4;0;0;0;1
"26088";0;0.019762638;75;0;486;0;6;0;0;0;0
"75169";0;0.522616679;46;0;0.257429134;11676;13;0;2;0;2
"136323";0;0.004957775;80;0;0.003747658;1600;3;0;0;0;0
"73868";0;0.02233083;65;0;0.272430669;5516;8;0;1;0;0
"31093";0;0.086021505;56;0;0.510088415;4410;12;0;1;0;1
"114018";0;0.49580409;41;0;0.357202378;18000;5;0;2;0;3
"100639";0;0.013541605;89;0;0.084596669;5342;10;0;0;0;0
"663";0;0.827151013;56;1;0.219974716;8700;8;0;0;1;1
"47418";0;0.9999999;61;0;0.036592681;3333;2;0;0;0;0
"72277";0;0.010239227;61;0;0.005982427;5348;13;0;0;0;0
"19350";0;0.0209547;60;0;0.001224418;5716;2;0;0;0;0
"29522";0;0.805287788;45;0;0.350012244;12250;5;0;2;0;2
"16906";0;0.058360984;48;0;1.378069353;5334;6;0;5;0;0
"148321";0;0.085871422;65;0;0.269365317;2000;7;0;1;0;0
"128839";1;0.295829607;30;0;1.231256248;3000;14;0;2;0;0
"110564";0;0;31;0;0.789454545;2749;9;0;2;0;0
"104763";0;0.120880745;58;0;0.012512856;5833;3;0;0;0;0
"50849";0;0.174457505;65;0;0.307894737;3799;9;0;1;0;1
"16568";0;0.121515139;59;0;0.147512109;4541;5;0;1;0;0
"103927";0;0.076401112;42;0;0.546600158;3808;5;0;1;0;1
"44908";0;0.9999999;51;1;0.545816733;6525;9;0;3;0;0
"104230";0;0.135636225;47;0;0.075425364;5700;10;0;0;0;0
"99906";0;0.023056536;64;0;0.1659857;3915;6;0;1;0;0
"17068";0;0.05666485;52;0;0.331466965;6250;3;0;1;0;4
"30804";0;0.183789045;46;0;0.449125312;2800;4;0;1;0;2
"9037";0;0.52858779;30;0;0.341107872;2400;12;0;0;0;0
"61867";0;1.016474588;44;1;0.184951395;7920;3;0;0;0;1
"98809";0;0.799387073;59;0;0.160450549;17400;13;0;1;0;0
"36077";0;0.01682039;50;0;0.129980003;6500;18;0;0;0;0
"57836";0;0.005423279;69;0;0.688437188;3000;16;0;2;0;2
"37237";0;0.42836475;53;0;0.618614797;5500;11;0;2;0;0
"20618";1;1.146247167;47;0;0.664238411;1509;11;0;0;1;3
"64456";0;0.006999588;73;0;0.317337903;3500;12;0;1;0;0
"13732";0;0.081963935;63;0;0.169062726;12450;9;0;1;0;0
"14494";0;0.244546267;33;0;0.61473306;3895;6;0;1;0;0
"34175";0;0.069007231;49;0;0.703629637;10000;9;0;3;0;2
"80432";0;0.292207002;54;0;0.580999328;8925;24;0;3;0;1
"22038";0;0.004530848;79;0;0.00085702;7000;5;0;0;0;0
"40660";0;0.372020236;43;0;0.271882494;3335;7;0;1;0;0
"149824";0;0.820720364;59;0;2.094594595;2515;15;0;3;0;0
"64164";0;0.033221325;75;0;0.405437825;2500;12;0;1;0;0
"145743";0;0.619606938;53;0;0.390937178;4854;10;0;1;0;0
"125078";0;0.408433359;42;0;0.468075437;4400;7;0;1;0;1
"147265";0;0.067236418;65;0;0.133732535;500;4;0;0;0;0
"106202";0;0.010809732;80;1;0.446051838;3317;21;0;2;0;0
"52694";0;0.998892342;36;0;0.924018995;4000;7;0;1;0;2
"81227";0;1.023286666;50;3;0.294541092;5000;15;0;0;2;0
"17465";0;0;76;0;0;4000;8;0;0;0;0
"92438";0;0.267314531;53;0;1.012207883;2866;10;0;1;0;1
"82297";0;0;64;0;0.105089711;5461;9;0;1;0;0
"60446";0;0.812689211;56;0;0.565631808;7343;10;0;2;0;1
"126621";0;0.05834368;58;0;0.103255435;27000;6;0;1;0;1
"32321";0;0.005428313;78;0;0.011056222;4250;6;0;0;0;0
"134212";0;0.959760015;60;0;0.218668276;4970;3;0;0;0;0
"36478";0;0.121675999;54;0;0.457297915;3500;15;0;2;0;0
"69664";1;0.9999999;22;98;0;800;0;98;0;98;0
"80804";0;0.009297838;29;0;0.082986169;6000;4;0;0;0;0
"62901";0;0.067884149;68;0;0.17785342;9400;22;0;1;0;1
"34896";0;0.464225816;30;0;0.339718647;3340;9;0;1;0;0
"105697";0;0.046539563;74;0;0.008212041;17656;12;0;0;0;0
"49031";0;0.044590351;36;0;0.217462299;10410;12;0;1;0;2
"70454";0;0.05397962;45;0;0.064835165;4549;5;0;0;0;3
"117817";0;0.201154957;61;0;0.118117584;7500;10;0;0;0;0
"31446";0;0.041063843;61;0;0.15996001;4000;7;0;1;0;0
"142552";0;0.74876451;50;1;0.307825623;7500;8;0;1;0;0
"147283";0;0.101642504;61;0;0.347120271;7083;13;0;2;0;2
"26515";0;0.13756753;61;0;0.87052158;6000;19;0;1;0;0
"17019";0;0.307119421;49;0;0.0928067;16000;11;0;1;0;2
"129893";0;0.279830594;55;0;0.170589724;3950;6;0;1;0;0
"60136";0;0.857023829;65;0;5.665816327;391;3;0;2;0;0
"54040";0;0.152184782;30;0;0.228141285;5180;7;0;0;0;1
"59556";0;0.061981083;78;0;2.746779209;2250;18;0;3;0;0
"128334";0;0.002893555;78;0;0.001371272;2916;11;0;0;0;0
"18706";0;0.427511899;41;0;0.680709817;7832;19;0;2;0;3
"450";0;0;23;0;0;3500;1;0;0;0;1
"117575";0;0.071994667;55;0;0.25074985;5000;5;0;2;0;0
"64198";0;0.021191566;63;0;0.575489407;11186;20;0;6;0;0
"120657";0;0.030532655;44;0;0.384959047;9400;11;0;2;0;1
"92355";0;0.013990673;23;0;0;898;2;0;0;0;0
"18964";0;0.02999059;78;0;0.425495751;1764;8;0;1;1;0
"108188";1;0.510906498;44;0;0.160486626;12000;12;0;2;0;1
"96271";0;0.062493991;49;0;0.477696217;7083;7;0;3;0;3
"44968";0;0.546102425;35;1;0.136973623;2160;2;0;0;0;0
"109431";0;0.034060867;47;0;0.076007005;5709;5;0;0;0;2
"47684";0;0.004789715;46;0;0.580139953;3000;6;0;1;0;0
"120692";0;0.9999999;28;1;0.102414045;4100;3;0;0;0;0
"115817";0;0.6265776;52;0;0.480311191;8354;13;0;1;0;2
"100884";0;0.089540049;52;0;0.197916667;7583;7;0;2;0;2
"64751";0;0.042868964;56;0;0.327278488;9468;9;0;2;0;2
"29891";0;0.320575381;42;0;0.321583921;6666;7;0;1;0;1
"43116";0;0.136188746;61;0;0.330858698;8081;9;0;1;0;0
"130509";0;0.884964601;48;0;1.098388756;5833;9;0;2;0;2
"93886";0;0.668155456;42;0;0.455578512;4839;7;0;2;0;2
"56325";0;0.083192851;55;0;0.121321779;10500;13;0;1;0;0
"53500";0;0.322523966;41;0;0.308711236;12833;13;0;2;0;3
"26176";0;0.248675132;35;0;0.23907455;3500;8;0;0;0;0
"17560";0;0.543456543;52;0;0.023190724;2500;2;0;0;0;0
"147408";0;0.017186821;55;0;0.097650392;6000;15;0;1;0;0
"101794";0;0.026645111;30;0;0.124622181;4300;7;0;0;0;0
"77177";0;0.03832837;76;0;0.150339864;2500;12;0;1;0;0
"98982";0;0.009637781;79;0;0.159210197;4000;16;0;0;0;0
"426";0;0.971352432;24;0;0.035803497;1200;3;0;0;0;0
"59434";0;0.016085255;76;0;0.428148635;3040;4;0;1;0;0
"78157";0;0;87;0;0.122625791;3000;2;0;0;0;0
"68917";0;0.317584121;47;0;0.554165238;5833;7;0;2;0;2
"63404";0;0.095024459;44;1;2.256743257;1000;12;0;1;0;2
"13342";0;0.011195145;63;0;0.049370277;7939;6;0;0;0;0
"127825";0;0.265175719;52;0;0.259290118;6000;6;0;2;0;0
"138528";0;0.002266591;52;0;0.181042528;7500;7;0;1;0;1
"97985";0;0.15574503;45;0;0.179857309;6026;6;0;1;0;1
"71549";1;0.9999999;30;0;0.20043494;2758;2;1;0;0;0
"60211";0;0.9999999;65;1;0.200574332;4526;4;1;1;0;1
"90419";0;0.031241114;48;0;0.122975405;5000;11;0;0;0;2
"45047";0;0;62;0;1.056594838;4222;9;0;1;0;0
"20428";0;0.471211749;62;0;0.474281319;10400;21;0;1;0;0
"115892";1;0.9999999;40;1;0.649982859;2916;2;4;1;0;2
"147426";0;0.441459025;35;0;0.348012582;3496;11;0;1;0;1
"138318";1;1.032322559;72;3;0.303242886;7554;4;2;1;0;0
"106266";0;0.604795651;34;0;0.430201932;3416;7;0;1;0;0
"75782";0;0.058023103;52;0;0.219407675;10500;10;0;1;0;0
"70147";0;0.931976433;33;2;0.434956481;4250;3;0;1;0;4
"3611";0;0.219835804;69;3;0.516918647;12500;8;0;3;0;1
"9523";0;0.511577955;76;0;1.643719936;9354;19;0;1;0;1
"76613";0;0.02408065;44;0;0.137143381;10900;6;0;2;0;1
"138570";0;0;63;0;0.26662636;4961;9;0;2;0;0
"54847";1;0.302385374;55;2;0.348349921;9544;8;0;2;1;1
"18924";0;0.085569652;59;0;0.453286116;9600;16;0;4;0;0
"71515";1;0.507542973;77;0;0.667719021;3800;12;0;1;0;0
"123344";0;0.33866457;63;0;0.402892076;8505;8;0;2;0;0
"129502";0;0.035964036;22;0;0.001075269;929;2;0;0;0;0
"72542";0;0.037457135;54;0;1.009862779;2331;5;0;2;0;0
"105814";0;0.481577866;58;0;0.197023617;3090;4;0;0;0;1
"20066";0;0.045338618;62;0;0.016247969;8000;4;0;0;0;1
"48570";0;0.0479988;77;0;0.007124109;8000;2;0;0;0;0
"89645";1;0.9999999;40;1;0.011248804;42848;1;0;0;0;0
"53859";0;0.024855723;49;2;2.13339046;3500;7;0;3;1;2
"101372";0;0.9999999;81;0;0;1782;0;0;0;0;0
"23340";1;0.748352172;42;4;0.578735842;8210;12;0;3;0;2
"47461";0;0.04409559;45;0;0.425177566;8165;4;0;2;0;0
"137463";0;0.138255168;67;0;0.141337769;19838;7;0;3;0;0
"143459";0;0.056514306;62;0;0.01432182;3560;8;0;0;0;0
"30014";0;0.063898403;47;1;0.120575885;5000;11;0;0;0;1
"56863";0;0.028702848;56;0;0.763310858;4300;21;0;4;0;0
"110953";0;0.061843694;74;0;0.166053431;6250;6;0;1;0;1
"131851";0;0.9999999;50;1;0.177332682;2046;2;0;0;0;0
"91987";0;0;45;0;0.17115293;8395;3;0;2;0;1
"55240";0;0.004704492;80;0;0.004614675;6500;17;0;0;0;1
"72050";0;0.200266578;28;0;0.704575163;764;6;0;0;1;0
"8394";0;0.758657109;31;0;0.786042624;7178;14;0;2;0;0
"100719";0;0.167179188;73;0;0.468089558;4778;14;0;2;0;0
"9881";0;0.035037357;63;1;0.330510468;4250;13;0;2;0;1
"28984";0;0.027375467;38;0;0.164135041;21000;7;0;1;0;0
"148171";0;0.971650709;63;0;0.169530575;10416;6;0;0;0;0
"16705";0;0.799428688;45;3;0.128190367;5210;3;0;0;0;3
"124129";0;0.012606055;60;0;0.034479605;10933;20;0;0;0;4
"140708";0;0.098289646;83;1;0.202225131;4583;10;0;1;0;0
"136361";0;0.415528157;27;0;19.5;1;1;0;0;0;0
"82391";0;0.001032315;67;0;0.206362288;6066;9;0;1;0;0
"139";0;0.093962275;55;0;0.112051635;9450;6;0;2;0;0
"228";0;0.181557324;36;0;0.56071964;2000;7;0;1;0;1
"141465";0;0.721759414;58;0;1.089908257;1089;6;0;1;0;1
"125075";0;0.025997524;27;2;0.116776645;5000;8;0;0;0;0
"54880";1;0.855067888;75;0;0.086496948;6716;3;1;0;0;1
"120466";0;0.365730742;60;0;0.669504644;2583;11;0;2;0;0
"5543";0;0.086996244;58;1;0.006096074;4100;3;0;0;0;0
"134355";0;0.719085394;43;0;0.369388628;4677;5;0;1;0;2
"67778";1;0.699283852;54;0;0.697257114;3900;15;0;1;0;2
"113972";0;0.229356686;39;0;0.266564989;5900;10;0;1;0;2
"123169";0;0.154510625;62;1;0.526149304;4741;26;0;3;0;0
"31729";1;1.681063123;43;1;0.004837149;3100;2;2;0;0;3
"52473";1;0.477751079;52;0;0.426661241;17200;10;0;2;0;1
"49741";0;0.431725481;71;0;0.379892368;4087;5;0;0;0;0
"114066";0;0.04027756;62;0;0.367351651;4330;15;0;1;0;1
"2321";0;0.829268293;28;0;0.186750428;1750;3;0;0;0;0
"75688";0;0.480054261;49;0;0.116024773;10333;6;0;0;0;0
"72162";0;0.007536345;64;0;0.243027888;250;10;0;0;0;0
"126907";0;0.543660877;35;0;0.223990208;8169;11;0;0;0;1
"8414";0;0.372820726;57;0;0.456843288;5340;9;0;1;0;0
"58840";0;0.348734171;81;0;0.881355932;2300;10;0;1;0;0
"58862";0;1.000833102;33;0;0.019682139;9500;4;0;0;0;0
"43138";0;0.157074181;49;0;0.179740507;8400;18;0;2;0;0
"26566";0;0.448850178;64;0;0.214209141;10260;16;0;0;0;2
"7424";0;0.769498886;34;0;0.083247385;6786;2;0;0;0;0
"72777";0;0.9999999;22;0;0;0;1;0;0;0;0
"55808";0;0.017979484;74;0;0.359870618;9583;18;0;5;0;1
"54286";0;0.654531896;58;0;0.474741418;6670;5;0;1;0;1
"35887";0;0.044959633;35;0;0.639556877;3700;7;0;1;0;1
"49535";0;0.9999999;72;0;0.09778086;4325;5;0;1;0;0
"37613";0;0.129233139;58;0;0.176089681;14361;14;0;1;0;2
"125822";0;0.000722182;50;0;0.051292658;4834;11;0;0;0;0
"9918";0;0.410429967;31;0;0.590881824;3333;8;0;1;0;0
"14440";0;0.136022757;56;0;0.104608632;4100;4;0;1;0;0
"144409";1;0.558083684;49;0;0.583745451;10716;9;0;2;0;2
"3523";0;0.055957762;68;0;0.020391843;2500;6;0;0;0;0
"100928";0;0.050251256;42;0;0.284637859;6502;8;0;1;0;0
"67940";0;0.176063149;48;0;0.025354663;6625;7;0;0;0;0
"135268";0;0.018877082;57;0;0.352700553;13200;15;0;2;0;2
"1245";0;0.696495633;46;0;0.276620563;6000;10;0;0;0;1
"47685";0;0.116883694;61;0;0.377406932;4673;7;0;1;0;2
"66674";0;0.99898995;44;0;0.319659136;5045;9;0;1;0;4
"99892";0;0.05343583;40;0;0.518708411;9166;10;0;4;0;2
"117031";0;0.794781909;46;0;0.783761161;3583;14;0;3;0;0
"55308";0;0.9999999;23;0;0;0;1;0;0;0;0
"75935";0;0.273379602;40;0;1.17005473;2557;7;0;2;0;2
"2559";0;0.046057815;69;0;0.002749656;8000;10;0;0;0;0
"149085";0;0.232707848;30;0;0.308246073;4583;6;0;2;0;0
"48265";0;0.159705599;48;0;0.264996001;3750;7;0;2;0;0
"18046";0;0.320121567;62;2;0.240940725;8333;19;0;1;0;0
"11177";0;0.193501329;55;0;0.190113757;12218;9;0;2;0;1
"114061";0;0.50409918;29;0;0.132622459;3000;4;0;0;0;1
"2045";0;0.162063966;51;0;0.400099994;16000;12;0;2;0;2
"7024";0;0.9999999;32;0;0.712762413;3000;6;0;1;0;4
"45396";0;0.287621601;56;0;0.390658477;7000;16;0;2;0;2
"73385";0;0.010360601;49;0;0.190784737;12500;9;0;1;0;1
"71528";0;1;40;0;0.977777778;3824;14;0;1;0;5
"14108";0;0;59;0;0.281738533;5820;7;0;1;0;1
"126979";0;0.9999999;42;0;0.48421654;7000;7;0;2;0;2
"8027";0;0.518240213;54;0;0.448310139;3017;6;3;0;0;0
"23856";0;0.071974064;82;0;0.178193833;4539;14;0;1;0;0
"41533";0;0.351539767;37;0;0.227795367;6000;9;0;0;0;0
"77636";0;0.3958336;56;1;0.322826397;10500;15;0;2;0;0
"12912";0;0.367838708;64;0;0.483375497;5533;8;0;1;0;0
"86711";0;0.207099973;54;0;645;1;23;0;0;0;0
"36308";0;0.034595277;52;0;0.005839674;5650;11;0;0;0;1
"87391";0;0.054274558;48;0;0.220824463;10333;9;0;2;0;0
"20209";0;0.521593427;57;0;0.223182145;4166;7;0;1;0;0
"97065";0;0.767113743;68;2;0.061191841;7500;8;0;0;0;1
"84893";0;0.022750929;53;0;0.660339155;3950;10;0;1;0;0
"119394";0;0.230342628;52;0;0.111591073;4166;7;0;0;0;0
"8173";0;0.017425429;63;1;0.46704155;3200;8;0;1;0;0
"57885";0;0.001099945;52;0;0;2083;2;0;0;0;0
"60922";1;0.391962971;42;0;1.180577594;3150;16;0;2;0;2
"101871";0;0.784656797;63;0;0.290937561;25544;17;0;2;1;0
"39029";0;0.662530123;68;0;1.389844062;2500;7;0;2;0;1
"149198";0;0.0223558;58;0;0.332445521;8259;15;0;2;0;0
"108396";0;0.229852384;50;0;0.264294282;2500;5;0;0;0;2
"36097";0;0.047190562;25;0;0.003249188;4000;3;0;0;0;0
"71340";0;0.074785043;53;0;0.132213557;8334;5;0;1;0;2
"148668";0;0.002162459;70;0;0.295852074;4001;8;0;1;0;0
"10971";0;0.073550711;41;0;0.166244501;7500;11;0;0;0;0
"140588";0;0.008921713;68;0;0.003166139;6000;8;0;0;0;0
"146700";0;0.321671111;32;0;0.449901768;4580;6;0;1;0;2
"10938";0;0.535946712;40;0;0.40399946;7400;12;0;1;0;3
"63272";1;3.862275449;54;0;0.026216396;4500;0;2;0;2;0
"17482";0;0.636292496;47;0;0.046782638;5920;5;0;0;0;1
"86548";0;0.444460508;36;0;0.484503099;5000;18;0;1;0;0
"47125";0;0.457388105;52;1;0.57039749;9559;9;0;4;0;4
"71275";1;0.315786384;48;2;0.504326091;5200;12;1;1;1;2
"116709";0;0.116044198;58;0;0.266702298;7483;6;0;1;0;3
"70651";0;0.170156699;37;0;0.22630672;3481;7;0;0;0;2
"125179";0;0.068584811;62;0;0.050714286;1399;4;0;0;0;0
"130586";0;0.083904907;42;0;0.294285286;6666;19;0;2;0;1
"144839";0;0.254642261;54;0;0.998345056;2416;12;0;1;0;2
"7669";0;0.010132434;66;0;0.306875694;8100;14;1;2;0;0
"39310";0;0.445895919;72;0;0.147760646;5447;8;0;0;0;1
"1528";0;0.457431884;42;1;0.700270556;8500;17;0;3;0;2
"3895";0;0.033256736;54;0;0.227267705;9050;15;0;2;0;0
"53548";0;0.016472488;63;0;0.220836111;10500;14;0;2;0;0
"145522";0;0.232204745;59;0;0.051716645;2300;5;0;0;0;3
"142191";0;0.135115831;65;0;0.228628562;6000;11;0;2;0;0
"144811";0;0.755456866;63;0;0.759859772;5704;15;0;1;0;0
"108313";0;0.771030608;68;0;0.175410995;75000;15;0;2;0;2
"74276";0;0.044726748;68;0;0.175343607;2400;26;0;1;0;0
"971";0;0.475841386;43;0;0.198811453;1850;2;0;0;0;3
"82190";0;0.018868745;31;0;0.022373711;5720;2;0;0;0;0
"64636";0;0.258739767;53;0;0.455589407;4266;9;0;1;0;0
"144662";0;0.685423949;61;0;0.333640978;6500;11;0;0;0;0
"35961";0;0.049789559;65;0;0.629456848;3000;9;0;1;0;1
"67430";0;0.015170898;54;0;0.251607143;5599;8;0;1;0;0
"105044";0;0.442107439;45;0;0.454679712;5416;11;0;1;0;0
"131163";0;0.041304408;41;0;0.411967689;12750;17;0;3;1;2
"66832";0;0.034332899;30;0;0.234117647;1699;2;0;0;0;0
"85926";1;0.363888509;45;0;0.823723526;16666;13;0;4;1;0
"14812";0;0.098538029;57;0;0.321413258;11660;7;0;2;0;1
"147338";0;0.121754404;50;0;0.466948385;6625;13;1;2;0;1
"10137";0;0.760145611;41;0;0.257625721;7277;8;0;0;0;1
"124030";0;0.805223069;37;1;0.516329568;11420;19;0;2;0;0
"78634";0;0.171379395;33;0;62;0;1;0;0;0;0
"6635";0;0.123938031;54;1;0.237651445;4291;9;0;0;0;1
"1007";0;0.257067036;37;0;0.291809152;6140;6;0;0;0;4
"100592";0;0.951076153;59;0;0.369675152;11666;12;0;0;0;0
"24029";0;0.008552712;68;1;0.19017996;4500;13;0;0;0;0
"133544";0;0.019272639;40;1;0.14983165;2375;8;0;0;0;0
"77970";0;0.9999999;30;0;0.109942136;1900;1;0;0;0;0
"66566";0;0.107830632;36;1;0.249437641;4000;5;0;2;0;2
"65181";0;0.001949903;58;0;0.591449695;3110;4;0;1;0;0
"109449";0;0.833621055;58;1;0.553595864;6576;14;0;2;0;0
"23088";0;0.11157084;63;0;0.41583819;5833;16;0;2;0;0
"66657";0;0.677690082;64;0;0.55416042;5335;9;0;1;0;1
"126258";0;0.143740379;58;0;0.691601976;4250;12;0;3;0;0
"119233";0;0.956171801;58;1;0.49735518;7750;11;0;2;0;2
"134028";0;0.000999875;36;0;0.268669406;7056;5;0;1;0;0
"108511";0;0.459041231;41;0;0.468480573;8930;5;0;1;0;2
"106374";0;0.097947717;65;0;0.187591885;3400;7;0;2;0;0
"40888";0;0.714822814;40;0;0.327740093;2800;5;1;0;0;0
"65490";0;0.637060122;24;0;0.034442085;4238;4;0;0;0;0
"88348";0;0.055603174;60;0;0.33235145;41416;15;0;5;0;2
"65973";0;0.852978607;48;0;0.280252186;9833;5;0;0;0;1
